700258 01
000393,000502,000A27,000A95,000D93,0010FA,001124,001451,0016CB,0017F2,0019E3,001B63,001CB3,001D4F,001E52,001EC2,001F5B,001FF3,0021E9,002241,002312,002332,00236C,0023DF,002436,002500,00254B,0025BC,002608,00264A,0026B0,0026BB,003065,003EE1,0050E4,0056CD,005B94,006171,006D52,007D60,00812A,008865,008A76,009235,0097F1,00A040,00B362,00C585,00C610,00CDFE,00DB70,00F39F,00F4B9,00F76F,040CCE,04137A,041552,041E64,042665,042EC1,0434CF,0441A5,04489A,044BED,0452F3,045453,046865,0469F8,047295,0472EF,0499B9,0499BB,049D05,04B5B2,04BC6D,04BFD5,04D3CF,04DB56,04E536,04F13E,04F7E4,080007,082573,082CB6,085D53,086202,086518,086698,086D41,087045,087402,0887C7,088EDC,089542,08C729,08C7B5,08E689,08F4AB,08F69C,08F8BC,08FF44,0C1539,0C1563,0C19F8,0C3021,0C3B50,0C3E9F,0C4DE9,0C5101,0C517E,0C53B7,0C6AC4,0C6F8B,0C74C2,0C771A,0C85E1,0CA3B2,0CBC9F,0CC56C,0CCC5D,0CD746,0CDBEA,0CE441,0CE5A1,100020,101C0C,102959,102FCA,103025,1040F3,10417F,104210,107DC8,1093E9,1094BB,109ADD,109F41,10A1DA,10A2D3,10B588,10B9C4,10BD3A,10CEE9,10CF0F,10DA63,10DDB1,10E2C9,14109F,14147D,141A97,141BA0,14205E,142876,142D4D,1435B7,145A05,1460CB,147AE4,147DDA,147FCE,148509,14876A,1488E6,148F79,148FC6,14946C,1495CE,149877,1499E2,149D99,14BD61,14C213,14C88B,14D00D,14D19E,14F287,182032,183451,183EEF,183F70,184A53,1855E3,1856C3,186590,187EB9,18810E,189EFC,18A084,18AF61,18AF8F,18B842,18E671,18E7B0,18E7F4,18EE69,18F1D8,18F643,18FAB7,1C0D7D,1C0EC2,1C1AC0,1C1DD3,1C36BB,1C3C78,1C57DC,1C5CF2,1C61BF,1C6A76,1C7125,1C7754,1C8682,1C8E2A,1C9148,1C9180,1C9E46,1CABA7,1CB3C9,1CE209,1CE62B,1CF64C,1CF9D5,200484,200E2B,201582,201A94,202DF6,2032C6,2037A5,203CAE,20463A,206980,20768F,2078CD,2078F0,207D74,2091DF,209BCD,20A2E4,20A5CB,20AB37,20C9D0,20E2A8,20E874,20EE28,20F4D4,20FA85,241B7A,241EEB,24240E,242AEA,24559A,245BA7,245E48,246D10,24A074,24A2E1,24AB81,24B339,24D0DF,24E314,24F094,24F677,28022E,280244,280B5C,282D7F,2834FF,283737,2849E9,284B54,28575D,285AEB,286AB8,286ABA,2877F1,2883C9,288EEC,288FF6,28A02B,28C1A0,28C538,28C709,28CFDA,28CFE9,28D5B1,28E02C,28E14C,28E7CF,28EA2D,28EC95,28ED6A,28F033,28F076,28FF3C,2C1809,2C1CF7,2C1F23,2C200B,2C326A,2C3361,2C57CE,2C61F6,2C7600,2C7CF2,2C81BF,2C8217,2C9520,2CB43A,2CBC87,2CBE08,2CC253,2CCA16,2CDF68,2CF0A2,2CF0EE,300E43,3010E4,3035AD,303B7C,305714,30636B,307AD2,308216,309048,3090AB,30A033,30C0AE,30D53E,30D7A1,30D875,30D9D9,30E04F,30F7C5,30FE6C,3408BC,340E22,3410BE,341298,34159E,342840,342B6E,34318F,34363B,344262,3451C9,346691,347C25,348C5E,34A395,34A8EB,34AB37,34B1EB,34C059,34DAA1,34E2FD,34EE16,34F68D,34FD6A,34FE77,3809FB,380F4A,38484C,38539C,386233,3865B2,3866F0,3871DE,387F8B,3888A4,38892C,389CB2,38B54D,38C43A,38C986,38CADA,38E13D,38EC0D,38F9D3,3C0630,3C0754,3C07D7,3C15C2,3C1EB5,3C22FB,3C2EF9,3C2EFF,3C3464,3C39C8,3C3B77,3C4DBE,3C5002,3C6D89,3C7D0A,3CA6F6,3CAB8E,3CBF60,3CBFD7,3CCD36,3CCD40,3CD0F8,3CDD57,3CE072,3CFB02,402619,403004,40331A,403CFC,404D7F,406C8F,4070F5,407911,40831D,40921A,4098AD,409C28,40A6D9,40B395,40B3FA,40BC60,40C711,40CBC0,40D160,40D32D,40DA5C,40E64B,40EDCF,40F946,440010,4409DA,4418FD,441B88,442A60,443583,444ADB,444C0C,4490BB,449E8B,44A10E,44A7F4,44A8FC,44C65D,44D884,44DA30,44E66E,44F09E,44F21B,44FB42,48262C,48352B,483B38,48437C,484BAA,4860BC,48746E,48A195,48A91C,48B8A3,48BF6B,48CA68,48D705,48E15C,48E1CA,48E9F1,4C20B8,4C2EB4,4C3275,4C569D,4C57CA,4C5D6A,4C6BE8,4C74BF,4C7975,4C7C5F,4C7CD9,4C820C,4C8D79,4C97CC,4C9FF1,4CAB4F,4CAD35,4CB199,4CB910,4CCDB6,4CE650,4CE6C0,501FC6,5023A2,503237,50578A,507A55,507AC5,5082D5,50A67F,50A6D8,50B127,50BC96,50DE06,50EAD6,50ED3C,50F265,50F351,50F4EB,540910,542696,542906,542A43,542B8D,5432C7,5433CB,544E90,5462E2,54724F,549963,549F13,54AE27,54B8DB,54E43A,54E61B,54EAA8,54EBE9,580AD4,581FAA,582A93,583653,58404E,585595,5855CA,5856AA,5864C4,58666D,586B14,5873D8,587F57,5893E8,58AD12,58B035,58B965,58D349,58E28F,58E6BA,5C0947,5C13AC,5C13CC,5C1BF4,5C1DD9,5C3E1B,5C50D9,5C5230,5C5284,5C5948,5C7017,5C8730,5C8D4E,5C9175,5C95AE,5C969D,5C97F3,5C9977,5C9BA6,5CADBA,5CADCF,5CE91E,5CF5DA,5CF7E6,5CF938,600308,6006E3,600F6B,6030D4,60334B,603E5F,6057C8,606525,606944,6070C0,607EC9,608110,608246,608373,608B0E,608C4A,609217,609316,6095BD,609AC1,60A37D,60BEC4,60C547,60D039,60D9C7,60DD70,60DE18,60F445,60F549,60F81D,60FACD,60FB42,60FDA6,60FEC5,640BD7,640C91,64200C,643135,6441E6,644842,645A36,645AED,646D2F,647033,6476BA,649ABE,64A3CB,64A5C3,64B0A6,64B9E8,64BD6D,64C753,64C905,64D2C4,64E682,680927,681A47,682F67,683036,683EC0,684465,6845CC,684A5F,685B35,685EDD,68644B,6883CB,68967B,689C70,68A593,68A729,68A86D,68AB1E,68AE20,68CAC4,68D93C,68DBCA,68E580,68EF43,68EFDC,68FB7E,68FEF7,6C1270,6C19C0,6C1F8A,6C3AFF,6C3E6D,6C4008,6C4A85,6C4D73,6C709F,6C72E7,6C7E67,6C8DC1,6C94F8,6C96CF,6CAB31,6CB133,6CC26B,6CE5C9,6CE85C,701124,701384,7014A6,7022FE,70317F,703C69,703EAC,70480F,704CA2,705681,70700D,7072FE,7073CB,7081EB,708CF2,709684,70A2B3,70AE2A,70AED5,70B306,70BB5B,70CD60,70DEE2,70E72C,70EA5A,70ECE4,70EF00,70F087,70F94A,740EA4,7414D0,7415F5,741BB2,742917,742959,743174,743F8E,744218,74428B,74650C,74718B,7473B4,747786,748114,748D08,748F3C,749EAF,74A6CD,74B587,74CC40,74E1B6,74E2F5,74E987,78028B,7831C1,783A84,783F4D,784F43,785ECC,7864C0,7867D7,786C1C,78753E,787984,787B8A,787E61,78886D,78960D,789F70,78A3E4,78A7C7,78CA39,78D162,78D75F,78E3DE,78FBD8,78FD94,7C0191,7C04D0,7C11BE,7C2499,7C296F,7C2ACA,7C3B2D,7C4B26,7C5049,7C6130,7C6D62,7C6DF8,7C9A1D,7CA1AE,7CAB60,7CC06F,7CC180,7CC3A1,7CC537,7CC8DF,7CD1AD,7CD1C3,7CD2DA,7CECB1,7CF05F,7CF34D,7CFADF,7CFC16,80006E,80045F,800C67,801242,801D39,804715,804971,804A14,8054E3,805FC5,80657C,808223,8083F6,80929F,80953A,809698,80A997,80AF19,80B03D,80B989,80BE05,80D1CE,80D605,80E650,80EA96,80ED2C,840511,840F4C,842999,842F57,843835,844167,846878,84788B,848506,8488E1,8489AD,848C8D,848E0C,849437,84A134,84AB1A,84AC16,84AD8D,84B153,84B1E4,84D328,84FCAC,84FCFE,881908,881E5A,881FA1,88200D,884D7C,8851F2,885395,8863DF,886440,88665A,8866A5,886B6E,886BDB,887015,887E9B,88A479,88A9B7,88AE07,88B291,88B7EB,88B945,88C08B,88C663,88CB87,88D546,88E87F,88E9FE,8C006D,8C08AA,8C26AA,8C2937,8C2DAA,8C3396,8C5877,8C7AAA,8C7B9D,8C7C92,8C8590,8C861E,8C8EF2,8C8FE9,8C91A4,8C986B,8CEC7B,8CFABA,8CFE57,9027E4,902C09,9035A2,903C92,904CC5,905F7A,9060F1,90623F,907240,90812A,908158,90840D,908C43,908D6C,909B6F,909C4A,90A25B,90AC6D,90B0ED,90B21F,90B790,90B931,90C1C6,90CDE8,90DD5D,90E17B,90ECEA,90FD61,940BCD,940C98,941625,942157,942B68,943FD6,945C9A,948978,949426,94AD23,94B01F,94BF2D,94E96A,94EA32,94F6A3,94F6D6,9800C6,9801A7,9803D8,980DAF,9810E8,981CA2,983C8C,98460A,98502E,985AEB,9860CA,98698A,989E63,98A5F9,98B379,98B8E3,98CA33,98CF7D,98D6BB,98DD60,98E0D9,98E859,98F0AB,98FE94,98FEE1,9C04EB,9C1A25,9C207B,9C28B3,9C293F,9C35EB,9C3E53,9C4FDA,9C583C,9C5884,9C6076,9C648B,9C760E,9C79E3,9C84BF,9C8BA0,9C924F,9CA9C5,9CC394,9CDAA8,9CE33F,9CE65E,9CF387,9CF3AC,9CF48E,9CFA76,9CFC01,9CFC28,A01828,A03BE3,A04EA7,A04ECF,A05272,A056F3,A07817,A0782D,A0999B,A09A8E,A09D22,A0A309,A0B40F,A0C1C5,A0D1B3,A0D795,A0E390,A0EDCD,A0EE1A,A0FBC5,A40987,A416C0,A43135,A45E60,A46706,A477F3,A483E7,A4B197,A4B805,A4C337,A4C361,A4C6F0,A4CF99,A4D18C,A4D1D2,A4D23E,A4D931,A4E975,A4F1E8,A4F6E6,A4F6E8,A4F841,A4F921,A4FC14,A81AF1,A82066,A82C89,A84A28,A851AB,A85B78,A85BB7,A85C2C,A85F61,A860B6,A8667F,A87CF8,A8817E,A886DD,A88808,A88E24,A88FD9,A8913D,A8968A,A89C78,A8ABB5,A8BB56,A8BBCF,A8BE27,A8FAD8,A8FE9D,AC007A,AC0775,AC15F4,AC1615,AC1D06,AC1F74,AC293A,AC3C0B,AC4500,AC49DB,AC5C2C,AC61EA,AC7F3E,AC82F0,AC86A3,AC87A3,AC88FD,AC9085,AC9738,ACBC32,ACBCB5,ACC906,ACCF5C,ACDFA1,ACE4B5,ACFDEC,B01831,B019C6,B03495,B035B5,B03F64,B0481A,B065BD,B067B5,B0702D,B07219,B08C75,B09200,B09FBA,B0BE83,B0CA68,B0D576,B0DE28,B0E5EF,B0E5F9,B0F1D8,B418D1,B41974,B41BB0,B440A4,B44BD2,B45575,B456E3,B45976,B485E1,B48B19,B496A5,B49CDF,B4AEC1,B4F0AB,B4F61C,B4FA48,B8011F,B80533,B8098A,B8144D,B817C2,B8211C,B8220C,B82AA9,B8374A,B83C28,B841A4,B844D9,B845EB,B8496D,B84FA7,B853AC,B85D0A,B8634D,B8782E,B87BC5,B881FA,B88D12,B89047,B8B2F8,B8C111,B8C75D,B8E60C,B8E856,B8F12A,B8F6B1,B8FF61,BC0963,BC37D3,BC3BAF,BC4CC4,BC52B7,BC5436,BC6778,BC6C21,BC74EA,BC804E,BC89A7,BC926B,BC9F58,BC9FEF,BCA5A9,BCA920,BCB863,BCBB58,BCD074,BCE143,BCEC5D,BCFED9,C01754,C01ADA,C02C5C,C04442,C06394,C06C0C,C0847A,C0956D,C09AD0,C09F42,C0A53E,C0A600,C0B22F,C0B658,C0C7DB,C0CCF8,C0CECD,C0D012,C0E862,C0F2FB,C40B31,C41234,C41411,C4168F,C42AD0,C42C03,C435D9,C4491B,C4524F,C45BAC,C4618B,C48466,C484FC,C4910C,C49880,C4ACAA,C4B301,C4B349,C4C17D,C4C36B,C4F445,C4F7C1,C81EE7,C81FE8,C82A14,C8334B,C83C85,C869CD,C86F1D,C8806D,C88550,C889F3,C8B1CD,C8B5B7,C8BCC8,C8D083,C8E0EB,C8F650,CC088D,CC08E0,CC08FA,CC115A,CC20E8,CC22FE,CC25EF,CC2746,CC29F5,CC2DB7,CC3F36,CC4463,CC4B04,CC6023,CC660A,CC68E0,CC69FA,CC722A,CC785F,CC808F,CC817D,CCBE61,CCC760,CCC95D,CCD281,D0034B,D011E5,D023DB,D02598,D02B20,D03311,D03E07,D03FAA,D04D86,D04F7E,D058A5,D06544,D06B78,D0817A,D0880C,D0A637,D0B324,D0C050,D0C5F3,D0D23C,D0D2B0,D0D49F,D0DAD7,D0E140,D0E581,D40F9E,D42DCC,D42FCA,D446E1,D45763,D4619D,D461DA,D463C0,D468AA,D4909C,D49A20,D4A33D,D4CE40,D4DCCD,D4F46F,D4FB8E,D4FF1A,D8004D,D81C79,D81D72,D83062,D84C90,D87475,D88F76,D89695,D89E3F,D8A25E,D8BB2C,D8BE1F,D8CF9C,D8D1CB,D8DC40,D8DE3A,D8E593,DC080F,DC0C5C,DC1057,DC2B2A,DC2B61,DC3714,DC415F,DC45B8,DC5285,DC5392,DC56E7,DC6DBC,DC71D0,DC8084,DC86D8,DC9396,DC9566,DC9B9C,DC9E8F,DCA4CA,DCA904,DCB54F,DCD3A2,DCF4CA,E02611,E02B96,E0338E,E05F45,E06678,E06D17,E0897E,E0925C,E0ACCB,E0B52D,E0B55F,E0B9BA,E0BA78,E0BDA0,E0BFB2,E0C3EA,E0C767,E0C97A,E0EB40,E0F5C6,E0F847,E425E7,E42B34,E42F37,E44389,E450EB,E45341,E47684,E48B7F,E490FD,E498D6,E49A79,E49ADC,E49C67,E4B16C,E4B2FB,E4C63D,E4CE8F,E4E0A6,E4E4AB,E8040B,E80688,E81CD8,E83617,E84A78,E85F02,E87865,E87F95,E8802E,E88152,E8854B,E88D28,E898EE,E8A730,E8B2AC,E8C386,E8FBE9,E8FFF4,EC0D51,EC2651,EC28D3,EC2C73,EC2CE2,EC3586,EC42CC,EC4654,EC7379,EC8150,EC852F,EC97A2,ECA907,ECADB8,ECCED7,ECE9D2,ECFF3A,F004E1,F01898,F01FC7,F02475,F027A0,F02F4B,F02FBA,F05CD5,F0766F,F07807,F07960,F0989D,F099B6,F099BF,F0A35A,F0B0E7,F0B3EC,F0B479,F0C1F1,F0C371,F0C725,F0CBA1,F0D1A9,F0D31F,F0D635,F0D793,F0DBE2,F0DBF8,F0DCE2,F0EE7A,F0F61C,F40616,F40E01,F40F24,F41BA1,F421CA,F431C3,F433B7,F434F0,F437B7,F439A6,F45293,F45C89,F465A6,F478AC,F481C4,F4A310,F4AFE7,F4B599,F4BEEC,F4CBE7,F4D488,F4DBE3,F4E8C7,F4F15A,F4F951,F4FE3E,F80377,F81093,F81E49,F81EDF,F82793,F82AE2,F82D7C,F83880,F84288,F84D89,F84E73,F86214,F8665A,F86FC1,F871A6,F873DF,F87D76,F887F1,F895EA,F8B1DD,F8C3CC,F8CB15,F8D3F0,F8E252,F8E5CE,F8E94E,F8F58C,F8FFC2,FC183C,FC1D43,FC253F,FC2A9C,FC315D,FC47D8,FC4EA4,FC5557,FC66CF,FC8827,FC9CA7,FCA5C8,FCAA81,FCB214,FCB6D8,FCD848,FCE26C,FCE998,FCFC48 Apple
001383,4C63EB Application
00A091 APPLICOM
000040 APPLICON
000FD1,001780,001B01,001FEA,002926,004072,009071,5C026A,98262A,CCC104,D40FB2,000019,0000F6,0010E6,002097,0040C2,009041,00906B,00A023,00A036,00D027 Applied
0022E8 Applition
001123 Appointech
001B12 Apprion
000C0C APPRO
002189 AppTech
90212E,B81F5E Apption
10E4AF APR
004066,FC6DD1 APRESIA
00179F Apricorn
000049 APRICOT
0000ED APRIL
00235C Aprius
001F85 Apriva
0021B4 APRO
001F96 APROTECH
082719,84C78F APS
00803B APT
00C0FE APTEC
0022A0,2863BD,441DB1,646911 APTIV
00E028 APTIX
0000E6 APTOR
94B9B4 Aptos
0008BF Aptus
D03DC3 AQ
2CCD69 Aqavi
0017B6,300EE3 Aquantia
002499 Aquila
C03580 A&R
0014B7 AR
C8D69D Arab
0026AD Arada
001744 Araneo
A4B121 Arantia
F05582 Arashi
00012C Aravox
0060E3 ARBIN
6473E2 Arbiter
00166E Arbitron
0005B7,005049 Arbor
00230A ARBURG
A887ED ARC
284430,606134 Arcade
D808F5 Arcadia
0012BF,001A2A,001D19,002308,00264D,040986,047056,04A222,0827A8,0C8E29,185880,186041,18828C,1883BF,18A5FF,1CC63C,1CF43F,2037F0,2C5917,30B1B5,34194D,3806E6,3CBDC5,3CF083,44FE3B,488D36,4C09D4,4C1B86,4C22F3,507E5D,543D60,54B7BD,54C45B,5CDC96,6045E8,608D26,6095F8,6475DA,64CC22,6C15DB,703E76,709741,743170,7490BC,78DD12,7C4FB5,8082FE,84900A,849CA6,84A329,880355,88252C,8C19B5,8C7779,8C8394,946AB0,9C80DF,A0B549,A4CEDA,A8A237,A8D3F7,AC1007,ACB687,ACDF9F,B83BAB,B8F853,BC30D9,BCAF6E,BCF87E,C0D7AA,C4E532,C899B2,CCB148,CCD42E,D0052A,D463FE,D48660,DCF51B,E05163,E43ED7,E475DC,EC6C9A,ECF451,F08620,F4CAE7,F83EB0,FC3DA5 Arcadyan
000F7B Arce
0011E1,64E815 Arcelik
0018D8 ARCH
0080B9 ARCHE
14B73D ARCHEAN
00C097 ARCHIPEL
0016DC ARCHOS
000153 ARCHTEK
00C020 ARCO
8C8126 ARCOM
000ABA Arcon
E89218 Arcontia
000C4C Arcor
001803 ArcSoft
00063B Arcturus
F86ECF Arcx
00D08F,00E0B5 ARDENT
309FFB Ardomus
A8610A ARDUINO
00C071 AREANEX
BCBAE1 AREC
001B4D Areca
001A07 Arecont
0022CD Ared
0002C3 Arelnet
0005D8,00606C Arescom
C84782 Areson
042DAD Areus
9CF938 AREVA
30A220 ARG
001854 Argard
A0D86F ARGO
009074 ARGON
D4823E,0010D7 Argosy
785F4C Argox
00030A Argus
0080BE,C0E54E ARIES
000325,000D92,00E666,40BA61 Arima
00054A Ario
000E1D ARION
001C73,189CE1,1C8C6E,28993A,28E71D,2CDDE9,30862D,3838A6,400107,444CA8,4C0997,540F2C,5C16C7,602972,606B5B,688BF4,68BF6C,6C7A63,7483EF,785F6C,845029,88F715,8C019D,948ED3,985D82,9C69ED,A43F68,A47A72,A88F99,AC3D94,B43A96,B492FE,B858FF,B8A1B8,C06911,C0D682,C4CA2B,C8088B,C82691,CC1AA3,CCE4D1,D4AFF7,D806F3,E01CA7,E0FA5B,E47876,E8AEC5,EC8A48,FC59C0,FCBD67 Arista
78D66F Aristocrat
00062E Aristos
0000C7 ARIX
000850 Arizona
0001C2,00A0CB,A4895B ARK
001334 Arkados
001754 Arkino
C0F9D2 arkona
486264,A41162,FC9C98 Arlo
00E0F2 ARLOTTO
0002F7 ARM
0010C0 ARMA
001EAC Armadeus
DC99FE Armatura
0007BF Armillaire
000466 ARMITEL
00187D Armorlink
4C804F Armstrong
142BD2 Armtel
00E0CE ARN
849000 Arnold&Richter
0040E7 ARNOS
000A46 ARO
3CB07E Arounds
C8FAE1 ARQ
F0AA0B Arra
FCE1FB,00C0EA Array
0010E2,38922E ArrayComm
FCEDB9 Arrayent
E0BAB4 Arrcus
58FC73 Arria
F44156 Arrikto
342B70 Arris
30A452 Arrival
744D79 Arrive
0019B1 Arrow7
4C7897 Arrowhead
001058 ArrowPoint
001467 ArrowSpan
88E161,0009F9,000A1F,0021CA Art
001160 ARTDIO
00182D Artec
0014FE Artech
001A0F ARTECHE
50C0F0 Artek
0090D2,00807B Artel
0001CD ARtem
0001AF,00060B,0008F9,008042,00C0F9,00E035,D8973B,EC9ECD Artesyn
A82AD6 Arthrex
001770 Arti
001348 Artila
0013BC Artimi
00006E Artisoft
0006A6 Artistic
006090 Artiza
001D9D ARTJOY
000A2F Artnix
0026C1 ARTRAY
001218 ARUZE
441E91 ARVIDA
001E22 ARVOO
B8F732 Aryaka
ACD3FB Arycs
70820E as
0008C0 ASA
005044 ASACA
502ECE,943DC9 Asahi
0005B3 Asahi-Engineering
000D20 ASAHIKASEI
000094 ASANTE
00244F Asantron
0C4F5A ASA-RT
0005B1 ASB
00609E ASC
00126B Ascalade
00182C,00C07B,00D052 Ascend
BC1FE1 Ascendent
A8D828 Ascensia
000B8E,D82916 Ascent
0CCB8D,5CB29E ASCO
00013E,000773,000B92,004015 Ascom
FCCCE4 Ascon
7CEBEA ASCT
DC2008 ASD
0004C5,50382F ASE
000373 Aselsan
0012CD ASEM
0014FA AsGa
1001CA Ashley
0014AA Ashly
001A33 ASI
0011F6,001AB1,386793,746EE4,C84544,D4136F,00181D Asia
001314 Asiamajor
000A52 AsiaRF
000B6A,00138F,001966 Asiarock
34BA9A,ECE78E Asiatelco
00A083 ASIMMPHONY
000E01 ASIP
00508F ASITA
0026E0 ASITEQ
000EC6,207BD2,9C69D3,C8A362,CC4792,F8E43B ASIX
000A8F Aska
0011F5,0016E3,001B9E,002163,0024D2,0026B6,009096,0833ED,086A0A,08B055,1C24CD,1CB044,24EC99,2CEADC,388871,4CABF8,4CEDDE,505FB5,7493DA,7829ED,7CB733,7CDB98,807871,883374,88DE7C,88FEB6,90D3CF,943251,94917F,94C2EF,A0648F,A08A06,A49733,B0EABC,B4749F,B482FE,B4EEB4,C0D962,C8B422,D47BB0,D8FB5E,DC08DA,E0CA94,E0CEC3,E839DF,E8D11B,F45246,F46942,F85B3B,FC1263,FCB4E6 ASKEY
00027F ask-technologies
BCBEFB ASL
000366 ASM
000DF3 Asmax
A07751 ASMedia
001640 Asmobile
0013C1 Asoka
5C20D0 Asoni
001A98 Asotel
00022A Asound
001490,004092,B8415F ASP
00C053,0090AD,0090F3 Aspect
000651 Aspen
38F3FB Asperiq
8C59DC,BCD940 ASR
002522,54FB66,7085C2,9C6B00,A8A159,BC5FF4,D05099 ASRock
20858C,B0449C,00177A,14A1BF,981BB5,DCC0EB Assa
9835B8 Assembled
3C4937 ASSMANN
0001F6 Association
001144 Assurance
009044 ASSURED
00401C,00E02C AST
002507 ASTAK
000E8B Astarte
001F1E Astec
080081 ASTECH
0019A3 asteel
0012BE Astek
001919 ASTEL
000AB9,189024 Astera
60EB5A Asterfusion
281DAA ASTI
001C5E,00A08B ASTON
A02252 Astra
00D0FE ASTRAL
000FD0 ASTRI
40476A,001772,00309A Astro
0002DE Astrodesign
08BE09 Astrol
002286 ASTRON
000B58 Astronautics
60812B Astronics
00609B AstroNova
000F84 Astute
0024C2 Asumo
00040F Asus
000C6E,000EA6,00112F,0011D8,0013D4,0015F2,001731,0018F3,001A92,001BFC,001D60,001E8C,001FC6,002215,002354,00248C,002618,00E018,04421A,049226,04D4C4,04D9F5,08606E,086266,08BFB8,0C9D92,107B44,107C61,10BF48,10C37B,14DAE9,14DDA9,1831BF,1C872C,1CB72C,20CF30,244BFE,2C4D54,2C56DC,2CFDA1,305A3A,3085A9,30C599,3497F6,382C4A,38D547,3C7C3F,40167E,40B076,485B39,4CEDFB,50465D,50EBF6,5404A6,54A050,581122,6045CB,60A44C,60CF84,704D7B,708BCD,74D02B,7824AF,7C10C9,88D7F6,90E6BA,9C5C8E,A036BC,A0AD9F,A85E45,AC220B,AC9E17,B06EBF,B082E2,BCAEC5,BCEE7B,BCFCE7,C86000,C87F54,CC28AA,D017C2,D45D64,D850E6,E03F49,E0CB4E,E89C25,F02F74,F07959,F46D04,F832E4,FC3497,FCC233 ASUSTek
001A28 ASWT
084218 Asyril
0030F3 At
40040C A&T
0006DD,000DE3 AT
001554 Atalum
54115F Atamo
00D0CD ATAN
000036 ATARI
AC1461 ATAW
808287 ATCOM
00213F A-Team
001667 A-TEC
00190E,0016D0,009084 Atech
005066 AtecoM
0007DC,34F968,74BE08 Atek
689AB7 Atelier
001B06 Ateliers
64DFE9 ATEME
001074 ATEN
00256B ATENIX
001853 Atera
0000DA ATEX
60B185 ATH
002118,7032D5,2872F0 Athena
004080 ATHENIX
ACABBF AthenTek
00037F,001374,00B052 Atheros
9013DA Athom
0006BB,0016BD,0025DB ATI
D88DC8 Atil
D017B7 Atios
001AE6,001FA9 Atlanta
0022E0,00903C Atlantic
00800E ATLANTIX
001F1D,206AFF,94C3E4,0050D6 Atlas
7465D1 Atlinks
B898B0 Atlona
0CE99A ATLS
004071,00A03E ATM
60748D Atmaca
00110C Atmark
001764 ATMedia
000425,FCC23D Atmel
7C696B Atmosic
0010B4 ATMOSPHERE
3428F0 ATN
0008E0 ATO
042F56 ATOCS
00038E Atoga
E4F327 ATOL
34D4E3,7CDDE9 Atom
E097F2 Atomax
DC3CF6,001440 Atomic
5CF9F0 Atomos
0040E0 ATOMWIDE
0060E9,888E7F ATOP
141357 ATP
98FBF5 ATRALTECH
00E0FD A-TREND
0003EB Atrica
000E00 Atrie
000E4B atrium
0018D0 AtRoad
001B2C ATRON
001FD8 A-TRUST
000608 At-Sky
00114D Atsumi
00071C,0060D3,08006A,800010,803A59 AT&T
001CE2 Attero
001086,001442 ATTO
14C24D,A8E81E,D40145,DC8DB7 ATW
0013CA ATX
00018D AudeSi
E049ED Audeze
001DC1 Audinate
000B5E,000D44,001578,001FF0,00221A,00908F,E86D65 Audio
001719 Audiocodes
441441 AudioControl
001253 AudioDev
ACA9A0 Audioengine
001CA9 Audiomatica
000264 AudioRamp
001CF7 AudioScience
000A45 Audio-Technica
0004C4 Audiotonix
00212A Audiovox
A84D4A Audiowise
A85BF3 Audivo
187758 Audoo
C02973 Audyssey
000952 Auerswald
DCE71C AUG
000F29 Augmentix
8C897A AUGTEK
1073C6,789C85 August
4838B6 Auhui
A0D385 AUMA
001EAE,0054AF,184CAE,20AD56,24085D,3422CF,408256,408556,442063,8C5F48,9C28BF,ACC358,B4DDD0,D400CA,D494FB,E41226,E41E33,F03012 AUMOVIO
10D8B1 AUO
04C29B Aura
00E607 AURCORE
D80093 Aurender
00079B,001102,001482,5C68D0,00107D,00607F,A43A39 Aurora
002470 AUROTECH
8C9236 Aus
00003C AUSPEX
0019A4 Austar
E8C320 Austco
70DA17 Austrian
00A06E AUSTRON
00207C AUTEC
646A74 AUTH-SERVERS
000985,087695 Auto
FC1D84 Autobase
000CB4 AutoCell
001ACB Autocom
00204B AUTOCOMPUTER
A49EDB AutoCrib
00A0F6 AutoGas
940149 AutoHotBox
388E7A AUTOIT
0016A0 Auto-Maskin
0007D0 Automat
000C44 Automated
00E0C9 AutomatedLogic
34E42A,C0C3B6 Automatic
001730,0021DA,50DD4F Automation
68EFA8 AutomationDirect
10DEE4 automationNEXT
282FC2 Automotive
0024CB Autonet
58E808 AUTONICS
ACE14F Autonomic
30D46A Autosales
000A60 Autostar
000426 Autosys
905692 Autotalks
0015B0 AUTOTELENET
00002C AUTOTOTE
002671 AUTOVISION
002474 Autronica
181E95 AuVerte
000E55 AUVITRAN
000D1F,000E53 AV
D03D52 Ava
002226 Avaak
00176A,00194D Avago
0001DD Avail
3034D2,9023EC,F829C0 Availink
005028,0080B3 AVAL
002174 AvaLAN
00E00E AVALON
00045F Avalue
000F98 Avamax
000F97 Avanex
F4F70C Avang
0012BD Avantec
00218F Avantgarde
001B29 Avantis
90DA4E AVANU
000E8A Avara
A0FE91 AVAT
0080FC AVATAR
